subject	coursenum	section	title	format	instructor	term	code	enrolled
PE	18B	1	INTERMEDIATE FENCING	NCA	"Shipman, William"	Spring 2017	1171	13
PE	18B	1	INTERMEDIATE FENCING	NCA	"Shipman, William"	Spring 2015	1151	7
PE	21A	1	TENNIS	NCA	"Lamanna, Benjamin"	Fall 2017	1173	11
PE	21A	1	TENNIS	NCA	"Lamanna, Benjamin"	Fall 2016	1163	16
PE	21A	1	TENNIS	NCA	"Lamanna, Benjamin"	Fall 2015	1153	15
PE	21A	1	TENNIS	NCA	"Lamanna, Benjamin"	Fall 2014	1143	15
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Fall 2018	1183	8
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Spring 2018	1181	9
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Fall 2017	1173	13
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Spring 2017	1171	10
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Fall 2016	1163	12
PE	22A	1	SQUASH	NCA	"DelPonte, Danielle"	Fall 2015	1153	10
PE	22A	1	SQUASH	NCA	"Varney Jr, Richard"	Fall 2014	1143	8
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2019	1191	22
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2019	1191	36
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2018	1183	24
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2018	1183	26
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2018	1181	34
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2018	1181	37
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2017	1173	34
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2017	1173	35
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2017	1171	13
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2017	1171	20
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2016	1163	30
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2016	1163	31
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2016	1161	11
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2016	1161	25
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2015	1153	27
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2015	1153	33
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2015	1151	32
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Spring 2015	1151	30
PE	26A	1	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2014	1143	27
PE	26A	2	BALLROOM LATIN DANCE	NCA	"Baer, Carole-Ann"	Fall 2014	1143	31
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2019	1191	14
PE	27A	2	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2019	1191	12
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2018	1183	10
PE	27A	2	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2018	1183	13
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2018	1181	7
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2017	1173	12
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2017	1171	13
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2016	1163	13
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2016	1161	12
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2015	1153	14
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Spring 2015	1151	13
PE	27A	1	KEEPING STRESS IN CHECK	NCA	"Zotz, James"	Fall 2014	1143	15
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Spring 2019	1191	24
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Fall 2018	1183	23
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Spring 2018	1181	9
PE	35A	2	POWER WALKING	NCA	"Carlson, Derek"	Fall 2017	1173	14
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Fall 2017	1173	14
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Spring 2017	1171	11
PE	35A	2	POWER WALKING	NCA	"Carlson, Derek"	Fall 2016	1163	10
PE	35A	1	POWER WALKING	NCA	"Luptowski, Patrick"	Fall 2016	1163	6
PE	35A	1	POWER WALKING	NCA	"Holbrook, Daniel"	Spring 2016	1161	11
PE	35A	2	POWER WALKING	NCA	"Kotch, Michael"	Spring 2016	1161	7
PE	35A	1	POWER WALKING	NCA	"Holbrook, Daniel"	Fall 2015	1153	8
PE	35A	1	POWER WALKING	NCA	"Hollins, Terrell"	Spring 2015	1151	12
PE	35A	2	POWER WALKING	NCA	"Kotch, Michael"	Spring 2015	1151	6
PE	35A	1	POWER WALKING	NCA	"Hollins, Terrell"	Fall 2014	1143	21
PE	37A	1	CORE PEER SUPPORT SKILLS	NCA	"Von Steiger, Joy"	Spring 2019	1191	41
PE	37A	1	CORE PEER SUPPORT SKILLS	NCA	"Von Steiger, Joy"	Fall 2018	1183	38
PE	37A	1	CORE PEER SUPPORT SKILLS	NCA	"Von Steiger, Joy"	Spring 2018	1181	25
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Spring 2019	1191	15
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Fall 2018	1183	14
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Spring 2018	1181	13
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Fall 2017	1173	14
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Spring 2017	1171	15
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Fall 2016	1163	8
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Spring 2016	1161	16
PE	38A	1	INDOOR SOCCER	NCA	"Flanagan, Stephen"	Fall 2015	1153	11
PE	38A	1	INDOOR SOCCER	NCA	"O'Neill, Patrick"	Spring 2015	1151	12
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Spring 2019	1191	21
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Fall 2018	1183	21
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Spring 2018	1181	22
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Fall 2017	1173	25
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Spring 2017	1171	26
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Fall 2016	1163	33
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Spring 2016	1161	26
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Fall 2015	1153	33
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Spring 2015	1151	25
PE	40A	1	PERSNL SAFETY/SELF-DEFENSE	NCA	"True, James"	Fall 2014	1143	35
PE	41A	1	YOGA/PILATES	NCA	"Zotz, James"	Spring 2019	1191	20
PE	41A	2	YOGA/PILATES	NCA	"Zotz, James"	Spring 2019	1191	12
PE	41A	2	YOGA/PILATES	NCA	"Zotz, James"	Fall 2018	1183	13
PE	41A	1	YOGA/PILATES	NCA	"Zotz, James"	Spring 2018	1181	15
PE	41A	1	YOGA/PILATES	NCA	"Zotz, James"	Fall 2017	1173	18
PE	41A	1	YOGA/PILATES	NCA	"Zotz, James"	Spring 2017	1171	13
PE	41A	1	YOGA/PILATES	NCA	"Zotz, James"	Fall 2016	1163	17
PE	41A	1	PILATES	NCA	"Zotz, James"	Spring 2016	1161	11
PE	41A	1	PILATES	NCA	"Zotz, James"	Fall 2015	1153	17
PE	41A	1	PILATES	NCA	"Zotz, James"	Spring 2015	1151	15
PE	41A	1	PILATES	NCA	"Zotz, James"	Fall 2014	1143	15
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Spring 2019	1191	13
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Fall 2018	1183	10
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Singh, Shrestha"	Fall 2018	1183	12
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Fall 2017	1173	12
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Fall 2017	1173	10
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Spring 2017	1171	6
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Fall 2016	1163	5
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Grimes, Stephanie"	Fall 2016	1163	11
PE	44A	3	FIRST YEAR EXPERIENCE	NCA	"Berozi, Scott"	Fall 2015	1153	5
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"Muncaster, Karen"	Fall 2015	1153	5
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Shoemaker, Sarah"	Fall 2015	1153	8
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Lamarre, Erika"	Spring 2015	1151	5
PE	44A	3	FIRST YEAR EXPERIENCE	NCA	"Lamarre, Erika"	Fall 2014	1143	6
PE	44A	1	FIRST YEAR EXPERIENCE	NCA	"McLaughlin, Kathryn"	Fall 2014	1143	14
PE	44A	2	FIRST YEAR EXPERIENCE	NCA	"Valerio, Elba"	Fall 2014	1143	9
PE	45A	1	STABILITY BALL CLASS	NCA	"Dallamora, Denise"	Spring 2016	1161	10
PE	45A	1	STABILITY BALL CLASS	NCA	"Dallamora, Denise"	Spring 2015	1151	19
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Fall 2018	1183	17
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Spring 2018	1181	13
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Fall 2017	1173	9
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Spring 2017	1171	11
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Fall 2016	1163	12
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Spring 2016	1161	10
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Fall 2015	1153	18
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Spring 2015	1151	17
PE	47A	1	TOTAL BODY TRAINING	NCA	"Lamanna, Benjamin"	Fall 2014	1143	11
PE	48A	1	CARDIO WORKOUT	NCA	"Batista, Adam"	Spring 2019	1191	16
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2019	1191	10
PE	48A	1	CARDIO WORKOUT	NCA	"Batista, Adam"	Fall 2018	1183	9
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Fall 2018	1183	14
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2018	1181	8
PE	48A	1	CARDIO WORKOUT	NCA	"Luptowski, Patrick"	Spring 2018	1181	2
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Fall 2017	1173	11
PE	48A	1	CARDIO WORKOUT	NCA	"Luptowski, Patrick"	Fall 2017	1173	12
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2017	1171	4
PE	48A	3	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2017	1171	5
PE	48A	1	CARDIO WORKOUT	NCA	"Luptowski, Patrick"	Spring 2017	1171	8
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Fall 2016	1163	11
PE	48A	1	CARDIO WORKOUT	NCA	"Luptowski, Patrick"	Fall 2016	1163	5
PE	48A	2	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2016	1161	6
PE	48A	3	CARDIO WORKOUT	NCA	"Carlson, Derek"	Spring 2016	1161	5
PE	48A	1	CARDIO WORKOUT	NCA	"Holbrook, Daniel"	Spring 2016	1161	6
PE	48A	1	CARDIO WORKOUT	NCA	"Holbrook, Daniel"	Fall 2015	1153	8
PE	48A	1	CARDIO WORKOUT	NCA	"Hollins, Terrell"	Spring 2015	1151	15
PE	48A	1	CARDIO WORKOUT	NCA	"Hollins, Terrell"	Fall 2014	1143	13
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Spring 2019	1191	18
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Spring 2018	1181	15
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Fall 2017	1173	11
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Spring 2017	1171	6
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Fall 2016	1163	11
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Spring 2016	1161	11
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Fall 2015	1153	16
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Spring 2015	1151	14
PE	49A	1	TENNIS / SQUASH	NCA	"Lamanna, Benjamin"	Fall 2014	1143	8
PE	50A	1	AQUATIC SPORTS	NCA	"Kotch, Michael"	Fall 2014	1143	9
PE	50A	2	AQUATIC SPORTS	NCA	"Kotch, Michael"	Fall 2014	1143	5
PE	53B	1	EXPERIENTIAL LEARNING	NCA	"Langenthal, Daniel"	Fall 2016	1163	11
PE	53B	1	EXPERIENTIAL LEARNING	NCA	"Langenthal, Daniel"	Fall 2015	1153	7
PE	53B	1	EXPERIENTIAL LEARNING	NCA	"Langenthal, Daniel"	Fall 2014	1143	14
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2019	1191	13
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2018	1183	12
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Marx, Andrew"	Fall 2018	1183	15
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2018	1181	7
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2018	1181	6
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2017	1173	16
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2017	1173	12
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2017	1171	8
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2017	1171	9
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2016	1163	12
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2016	1163	10
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2016	1161	12
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Spring 2016	1161	3
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Adams, Jamele"	Fall 2015	1153	14
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Simmons, Dayshawn"	Fall 2015	1153	15
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Lamarre, Erika"	Spring 2015	1151	6
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Lamarre, Erika"	Spring 2015	1151	8
PE	54A	2	SENIOR YEAR:FUTURE FORWARD	NCA	"Grimes, Stephanie"	Fall 2014	1143	20
PE	54A	1	SENIOR YEAR:FUTURE FORWARD	NCA	"Lamarre, Erika"	Fall 2014	1143	17
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Alexander, Jenny"	Spring 2019	1191	1
PEER	94A	9	PEER ASSISTANTSHIP	IND	"Anderson, Cameron"	Spring 2019	1191	1
PEER	94A	12	PEER ASSISTANTSHIP	IND	"Cha, Sandra"	Spring 2019	1191	1
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Chester, Charles"	Spring 2019	1191	2
PEER	94A	8	PEER ASSISTANTSHIP	IND	"Dolnik, Milos"	Spring 2019	1191	1
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Gutchess, Angela"	Spring 2019	1191	3
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Hascal, Sara"	Spring 2019	1191	1
PEER	94A	11	PEER ASSISTANTSHIP	IND	"Hickey, Timothy"	Spring 2019	1191	1
PEER	94A	13	PEER ASSISTANTSHIP	IND	"Katz, Donald"	Spring 2019	1191	1
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Krstansky, Adrianne"	Spring 2019	1191	2
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Spring 2019	1191	10
PEER	94A	7	PEER ASSISTANTSHIP	IND	"Morris, James"	Spring 2019	1191	3
PEER	94A	10	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Spring 2019	1191	1
PEER	94A	15	PEER ASSISTANTSHIP	IND	"Boshyan, Jasmine"	Fall 2018	1183	4
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Cadge, Gwendolyn"	Fall 2018	1183	3
PEER	94A	22	PEER ASSISTANTSHIP	IND	"Chester, Charles"	Fall 2018	1183	1
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Di Lillo, Antonella"	Fall 2018	1183	1
PEER	94A	17	PEER ASSISTANTSHIP	IND	"Dowden, Stephen"	Fall 2018	1183	1
PEER	94A	21	PEER ASSISTANTSHIP	IND	"Fellman, Gordon"	Fall 2018	1183	1
PEER	94A	14	PEER ASSISTANTSHIP	IND	"Hitchcock, Colleen"	Fall 2018	1183	2
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Kelikian, Alice"	Fall 2018	1183	1
PEER	94A	20	PEER ASSISTANTSHIP	IND	"Krstansky, Adrianne"	Fall 2018	1183	1
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Fall 2018	1183	5
PEER	94A	16	PEER ASSISTANTSHIP	IND	"Morris, James"	Fall 2018	1183	1
PEER	94A	13	PEER ASSISTANTSHIP	IND	"Perlman, Dan"	Fall 2018	1183	1
PEER	94A	18	PEER ASSISTANTSHIP	IND	"Salas, R. Pito"	Fall 2018	1183	1
PEER	94A	7	PEER ASSISTANTSHIP	IND	"Shostak, Sara"	Fall 2018	1183	3
PEER	94A	8	PEER ASSISTANTSHIP	IND	"Troyanovsky, Dmitry"	Fall 2018	1183	1
PEER	94A	12	PEER ASSISTANTSHIP	IND	"Weihs, Hagit"	Fall 2018	1183	1
PEER	94A	9	PEER ASSISTANTSHIP	IND	"Williams, Chad"	Fall 2018	1183	1
PEER	94A	19	PEER ASSISTANTSHIP	IND	"Woodruff, Rachel"	Fall 2018	1183	4
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Fall 2018	1183	2
PEER	94A	11	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Fall 2018	1183	1
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Zinner, Darren"	Fall 2018	1183	1
PEER	94A	13	PEER ASSISTANTSHIP	IND	"Chester, Charles"	Spring 2018	1181	1
PEER	94A	10	PEER ASSISTANTSHIP	IND	"Dellelo, Mark"	Spring 2018	1181	1
PEER	94A	16	PEER ASSISTANTSHIP	IND	"Green, Brandon"	Spring 2018	1181	1
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Gutchess, Angela"	Spring 2018	1181	3
PEER	94A	17	PEER ASSISTANTSHIP	IND	"Gutsell, Jennifer"	Spring 2018	1181	1
PEER	94A	7	PEER ASSISTANTSHIP	IND	"Hitchcock, Colleen"	Spring 2018	1181	1
PEER	94A	9	PEER ASSISTANTSHIP	IND	"Hitchcock, Colleen"	Spring 2018	1181	1
PEER	94A	15	PEER ASSISTANTSHIP	IND	"Hunter, Cory"	Spring 2018	1181	1
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Kramer Theodorou, Rachel"	Spring 2018	1181	1
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Krstansky, Adrianne"	Spring 2018	1181	1
PEER	94A	8	PEER ASSISTANTSHIP	IND	"Mascall, Kristen"	Spring 2018	1181	2
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Spring 2018	1181	9
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Molinsky, Andrew"	Spring 2018	1181	1
PEER	94A	11	PEER ASSISTANTSHIP	IND	"Morris, James"	Spring 2018	1181	4
PEER	94A	14	PEER ASSISTANTSHIP	IND	"Scott, Nancy"	Spring 2018	1181	1
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Troyanovsky, Dmitry"	Spring 2018	1181	1
PEER	94A	12	PEER ASSISTANTSHIP	IND	"Woodruff, Rachel"	Spring 2018	1181	2
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Bayone, Edward"	Fall 2017	1173	1
PEER	94A	7	PEER ASSISTANTSHIP	IND	"Dellelo, Mark"	Fall 2017	1173	1
PEER	94A	16	PEER ASSISTANTSHIP	IND	"Fellman, Gordon"	Fall 2017	1173	3
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Fenton, Anny"	Fall 2017	1173	2
PEER	94A	12	PEER ASSISTANTSHIP	IND	"Goldin, Laura"	Fall 2017	1173	2
PEER	94A	10	PEER ASSISTANTSHIP	IND	"Hitchcock, Colleen"	Fall 2017	1173	1
PEER	94A	18	PEER ASSISTANTSHIP	IND	"Katz, Nancy"	Fall 2017	1173	1
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Lucken, Kristen"	Fall 2017	1173	1
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Fall 2017	1173	6
PEER	94A	9	PEER ASSISTANTSHIP	IND	"Morris, James"	Fall 2017	1173	2
PEER	94A	17	PEER ASSISTANTSHIP	IND	"Perlman, Dan"	Fall 2017	1173	1
PEER	94A	14	PEER ASSISTANTSHIP	IND	"Schmidt-Rohr, Klaus"	Fall 2017	1173	1
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Shostak, Sara"	Fall 2017	1173	2
PEER	94A	13	PEER ASSISTANTSHIP	IND	"Troyanovsky, Dmitry"	Fall 2017	1173	1
PEER	94A	11	PEER ASSISTANTSHIP	IND	"Weihs, Hagit"	Fall 2017	1173	1
PEER	94A	15	PEER ASSISTANTSHIP	IND	"Wolf, Jutta"	Fall 2017	1173	2
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Woodruff, Rachel"	Fall 2017	1173	3
PEER	94A	8	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Fall 2017	1173	2
PEER	94A	16	PEER ASSISTANTSHIP	IND	"Adelberg, Jeff"	Spring 2017	1171	1
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Dibble, Susan"	Spring 2017	1171	1
PEER	94A	11	PEER ASSISTANTSHIP	IND	"Eyllon, Mara"	Spring 2017	1171	1
PEER	94A	15	PEER ASSISTANTSHIP	IND	"Fellman, Gordon"	Spring 2017	1171	1
PEER	94A	20	PEER ASSISTANTSHIP	IND	"Fellman, Gordon"	Spring 2017	1171	1
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Goldin, Laura"	Spring 2017	1171	2
PEER	94A	18	PEER ASSISTANTSHIP	IND	"Goldin, Laura"	Spring 2017	1171	1
PEER	94A	19	PEER ASSISTANTSHIP	IND	"Gould, Peter"	Spring 2017	1171	1
PEER	94A	12	PEER ASSISTANTSHIP	IND	"Katz, Donald"	Spring 2017	1171	1
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Lee, Yoona"	Spring 2017	1171	3
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Lucken, Kristen"	Spring 2017	1171	1
PEER	94A	9	PEER ASSISTANTSHIP	IND	"Lupis, Sarah"	Spring 2017	1171	2
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Spring 2017	1171	9
PEER	94A	10	PEER ASSISTANTSHIP	IND	"Thomas, Cindy"	Spring 2017	1171	1
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Spring 2017	1171	1
PEER	94A	14	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Spring 2017	1171	1
PEER	94A	18	PEER ASSISTANTSHIP	IND	"Anderson, Cameron"	Fall 2016	1163	1
PEER	94A	7	PEER ASSISTANTSHIP	IND	"Chester, Charles"	Fall 2016	1163	1
PEER	94A	23	PEER ASSISTANTSHIP	IND	"Cohen, Cynthia"	Fall 2016	1163	1
PEER	94A	15	PEER ASSISTANTSHIP	IND	"Dellelo, Mark"	Fall 2016	1163	1
PEER	94A	20	PEER ASSISTANTSHIP	IND	"Di Lillo, Antonella"	Fall 2016	1163	2
PEER	94A	10	PEER ASSISTANTSHIP	IND	"Fellman, Gordon"	Fall 2016	1163	4
PEER	94A	1	PEER ASSISTANTSHIP	IND	"Freeze, ChaeRan"	Fall 2016	1163	1
PEER	94A	19	PEER ASSISTANTSHIP	IND	"Goldin, Laura"	Fall 2016	1163	1
PEER	94A	17	PEER ASSISTANTSHIP	IND	"Hitchcock, Colleen"	Fall 2016	1163	2
PEER	94A	22	PEER ASSISTANTSHIP	IND	"Holmberg, Arthur"	Fall 2016	1163	1
PEER	94A	4	PEER ASSISTANTSHIP	IND	"Lee, Yoona"	Fall 2016	1163	3
PEER	94A	5	PEER ASSISTANTSHIP	IND	"Lucken, Kristen"	Fall 2016	1163	1
PEER	94A	2	PEER ASSISTANTSHIP	IND	"Miara, Maria"	Fall 2016	1163	3
PEER	94A	6	PEER ASSISTANTSHIP	IND	"Mitchell, Teresa"	Fall 2016	1163	1
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Rosenfeld, Lindsay"	Fall 2016	1163	1
PEER	94A	21	PEER ASSISTANTSHIP	IND	"Servino, Paola"	Fall 2016	1163	1
PEER	94A	16	PEER ASSISTANTSHIP	IND	"Shostak, Sara"	Fall 2016	1163	2
PEER	94A	25	PEER ASSISTANTSHIP	IND	"Wallace, Derron"	Fall 2016	1163	2
PEER	94A	8	PEER ASSISTANTSHIP	IND	"Wright, Ellen"	Fall 2016	1163	1
PEER	94A	17	PEER ASSISTANTSHIP	IND	"Chester, Charles"	Spring 2016	1161	2
PEER	94A	19	PEER ASSISTANTSHIP	IND	"Cohen, Cynthia"	Spring 2016	1161	1
PEER	94A	3	PEER ASSISTANTSHIP	IND	"Dibble, Susan"	Spring 2016	1161	1
